3, 1, 7, 4, 23, 37-14
8, 6, 7, 4, 23, 87-64
2, 2, 3, 9, 6, 29-23
3, 5, 5, 1, 86, 35+51
7, 4, 8, 3, 121, 78+43
7, 8, 3, 0, 153, 73+80
2, 4, 3, 8, 25, 48-23
5, 3, 0, 6, 14, 50-36
4, 6, 9, 3, 112, 49+63
3, 6, 7, 8, 31, 68-37
5, 7, 0, 0, 120, 50+70
5, 8, 3, 9, 142, 53+89
8, 5, 8, 1, 37, 88-51
5, 1, 2, 3, 39, 52-13
9, 1, 1, 1, 80, 91-11
2, 4, 3, 7, 24, 47-23
4, 3, 5, 2, 77, 45+32
2, 6, 4, 1, 85, 24+61
4, 3, 9, 7, 86, 49+37
2, 4, 3, 5, 22, 45-23
5, 2, 8, 9, 29, 58-29
7, 5, 3, 6, 17, 73-56
2, 9, 4, 8, 74, 98-24
4, 5, 1, 6, 15, 56-41
7, 1, 2, 0, 62, 72-10
7, 7, 6, 2, 148, 76+72
6, 8, 8, 7, 19, 87-68
2, 4, 6, 7, 73, 26+47
3, 9, 3, 5, 62, 95-33
1, 8, 6, 7, 71, 87-16
9, 1, 7, 9, 78, 97-19
7, 4, 6, 5, 121, 76+45
4, 4, 9, 9, 98, 49+49
8, 2, 2, 9, 53, 82-29
6, 4, 7, 2, 25, 67-42
5, 8, 7, 6, 143, 57+86
7, 8, 0, 6, 16, 86-70
6, 9, 9, 7, 28, 97-69
9, 4, 5, 9, 46, 95-49
2, 1, 9, 7, 12, 29-17
2, 5, 3, 7, 80, 23+57
2, 1, 2, 2, 10, 22-12
7, 9, 5, 7, 22, 97-75
1, 7, 5, 8, 63, 78-15
3, 1, 2, 8, 14, 32-18
3, 5, 7, 9, 96, 37+59
4, 8, 6, 4, 130, 46+84
2, 2, 4, 0, 44, 24+20
6, 2, 8, 1, 47, 68-21
1, 6, 0, 4, 74, 10+64
3, 2, 1, 2, 53, 31+22
1, 5, 9, 0, 69, 19+50
7, 8, 1, 1, 152, 71+81
2, 4, 3, 2, 19, 42-23
3, 5, 6, 4, 18, 54-36
5, 4, 7, 4, 101, 57+44
3, 5, 5, 2, 17, 52-35
9, 1, 2, 1, 103, 92+11
9, 4, 6, 7, 49, 96-47
9, 3, 2, 5, 127, 92+35
3, 4, 6, 7, 83, 36+47
1, 8, 7, 9, 106, 17+89
2, 3, 4, 2, 56, 24+32
4, 8, 2, 6, 128, 42+86
4, 7, 6, 4, 28, 74-46
7, 4, 0, 5, 25, 70-45
4, 8, 6, 2, 128, 46+82
6, 1, 9, 5, 54, 69-15
4, 6, 7, 5, 18, 65-47
5, 4, 4, 4, 10, 54-44
2, 6, 8, 7, 95, 28+67
4, 7, 7, 9, 126, 47+79
9, 1, 8, 7, 115, 98+17
4, 7, 7, 7, 124, 47+77
9, 4, 6, 0, 136, 96+40
4, 8, 5, 7, 132, 45+87
3, 7, 5, 5, 110, 35+75
2, 9, 1, 1, 70, 91-21
9, 4, 1, 8, 43, 91-48
5, 3, 0, 4, 16, 50-34
1, 8, 8, 3, 65, 83-18
1, 8, 6, 5, 101, 16+85
7, 1, 0, 3, 83, 70+13
8, 3, 3, 2, 51, 83-32
8, 9, 1, 1, 10, 91-81
9, 5, 2, 5, 37, 92-55
6, 4, 4, 6, 110, 64+46
7, 4, 7, 5, 32, 77-45
8, 4, 2, 2, 40, 82-42
8, 1, 0, 2, 68, 80-12
3, 6, 3, 1, 28, 61-33
8, 9, 3, 8, 15, 98-83
1, 3, 4, 4, 48, 14+34
8, 8, 0, 6, 166, 80+86
4, 7, 2, 3, 31, 73-42
1, 9, 8, 0, 72, 90-18
5, 7, 6, 5, 19, 75-56
2, 5, 3, 7, 80, 23+57
8, 5, 1, 9, 22, 81-59
1, 9, 7, 8, 81, 98-17
1, 1, 1, 8, 7, 18-11
3, 5, 9, 9, 20, 59-39
8, 9, 5, 6, 11, 96-85
5, 8, 3, 4, 31, 84-53
6, 7, 2, 0, 8, 70-62
4, 9, 4, 1, 135, 44+91
2, 4, 1, 4, 65, 21+44
2, 4, 9, 8, 19, 48-29
7, 9, 5, 9, 174, 75+99
7, 2, 5, 2, 97, 75+22
7, 4, 8, 2, 120, 78+42
6, 3, 1, 0, 31, 61-30
5, 8, 1, 1, 30, 81-51
8, 9, 5, 7, 12, 97-85
6, 2, 0, 6, 34, 60-26
6, 9, 1, 9, 38, 99-61
8, 4, 0, 0, 120, 80+40
2, 5, 6, 4, 80, 26+54
5, 1, 0, 5, 35, 50-15
3, 8, 9, 2, 43, 82-39
2, 2, 9, 3, 52, 29+23
2, 1, 4, 6, 40, 24+16
6, 1, 1, 3, 48, 61-13
7, 5, 5, 4, 129, 75+54
2, 7, 9, 7, 106, 29+77
7, 4, 0, 2, 112, 70+42
5, 4, 5, 7, 102, 55+47
8, 7, 5, 5, 10, 85-75
6, 6, 0, 0, 120, 60+60
3, 8, 7, 4, 121, 37+84
3, 7, 9, 2, 33, 72-39
4, 5, 5, 2, 97, 45+52
5, 9, 1, 9, 150, 51+99
3, 2, 0, 0, 50, 30+20
4, 5, 9, 5, 104, 49+55
1, 5, 6, 5, 71, 16+55
3, 8, 8, 3, 45, 83-38
6, 4, 9, 8, 117, 69+48
6, 7, 2, 9, 17, 79-62
2, 1, 3, 0, 33, 23+10
3, 8, 0, 8, 58, 88-30
7, 1, 1, 2, 59, 71-12
9, 5, 7, 1, 46, 97-51
5, 8, 0, 2, 32, 82-50
3, 6, 8, 5, 103, 38+65
4, 9, 2, 3, 51, 93-42
4, 6, 0, 1, 101, 40+61
1, 6, 8, 2, 80, 18+62
5, 1, 7, 1, 68, 57+11
5, 3, 1, 3, 18, 51-33
2, 1, 8, 8, 46, 28+18
7, 1, 6, 3, 89, 76+13
5, 3, 4, 2, 22, 54-32
8, 1, 1, 8, 63, 81-18
4, 4, 9, 5, 94, 49+45
3, 7, 7, 8, 115, 37+78
6, 2, 3, 2, 85, 63+22
9, 7, 1, 0, 21, 91-70
6, 7, 4, 9, 143, 64+79
9, 7, 4, 4, 168, 94+74
4, 6, 5, 0, 15, 60-45
7, 1, 1, 9, 52, 71-19
3, 7, 7, 0, 33, 70-37
4, 1, 0, 9, 59, 40+19
5, 4, 9, 3, 16, 59-43
4, 8, 1, 4, 43, 84-41
1, 6, 3, 0, 73, 13+60
2, 4, 1, 4, 65, 21+44
5, 9, 8, 4, 152, 58+94
8, 1, 2, 3, 95, 82+13
8, 2, 1, 0, 101, 81+20
2, 7, 2, 1, 49, 71-22
3, 7, 2, 0, 38, 70-32
5, 5, 3, 0, 103, 53+50
1, 2, 0, 5, 35, 10+25
7, 1, 1, 2, 59, 71-12
1, 8, 8, 0, 98, 18+80
3, 6, 5, 2, 97, 35+62
5, 1, 2, 4, 38, 52-14
9, 2, 3, 3, 116, 93+23
1, 6, 8, 8, 86, 18+68
3, 3, 6, 0, 6, 36-30
1, 4, 8, 8, 30, 48-18
4, 2, 5, 2, 67, 45+22
5, 5, 7, 2, 109, 57+52
9, 7, 9, 9, 20, 99-79
4, 6, 8, 0, 108, 48+60
9, 7, 8, 6, 174, 98+76
3, 9, 6, 1, 55, 91-36
6, 2, 5, 9, 94, 65+29
2, 8, 6, 0, 106, 26+80
2, 7, 2, 4, 52, 74-22
4, 5, 6, 3, 99, 46+53
6, 2, 0, 3, 37, 60-23
5, 3, 9, 7, 22, 59-37
2, 1, 8, 8, 10, 28-18
2, 3, 3, 1, 54, 23+31
4, 6, 3, 3, 106, 43+63
7, 9, 9, 3, 14, 93-79
7, 7, 8, 3, 151, 78+73
5, 6, 1, 9, 120, 51+69
3, 7, 5, 1, 106, 35+71
5, 6, 4, 2, 116, 54+62
2, 8, 8, 3, 111, 28+83
3, 6, 2, 5, 33, 65-32
6, 7, 3, 0, 133, 63+70
1, 6, 1, 9, 80, 11+69
8, 2, 5, 8, 113, 85+28
5, 5, 6, 9, 115, 56+59
2, 8, 4, 7, 63, 87-24
9, 5, 4, 3, 147, 94+53
6, 1, 0, 8, 42, 60-18
9, 8, 1, 5, 6, 91-85
5, 9, 0, 4, 44, 94-50
1, 7, 7, 4, 57, 74-17
3, 9, 5, 5, 60, 95-35
5, 4, 7, 0, 17, 57-40
5, 1, 1, 8, 69, 51+18
7, 4, 6, 4, 120, 76+44
2, 8, 9, 7, 58, 87-29
2, 8, 3, 6, 63, 86-23
3, 8, 1, 0, 111, 31+80
1, 6, 7, 8, 51, 68-17
2, 5, 2, 1, 29, 51-22
2, 3, 9, 4, 63, 29+34
6, 9, 5, 6, 31, 96-65
9, 5, 6, 1, 147, 96+51
2, 9, 8, 1, 63, 91-28
9, 3, 8, 8, 60, 98-38
5, 2, 7, 8, 85, 57+28
1, 9, 3, 9, 86, 99-13
3, 3, 2, 9, 7, 39-32
8, 1, 2, 1, 93, 82+11
4, 8, 6, 5, 131, 46+85
5, 5, 4, 2, 106, 54+52
7, 5, 6, 0, 26, 76-50
2, 4, 5, 7, 22, 47-25
4, 7, 5, 2, 27, 72-45
9, 2, 8, 5, 73, 98-25
4, 4, 1, 7, 6, 47-41
1, 4, 7, 3, 60, 17+43
7, 2, 2, 7, 45, 72-27
6, 1, 2, 4, 76, 62+14
7, 1, 2, 9, 91, 72+19
5, 1, 2, 0, 42, 52-10
9, 8, 3, 0, 173, 93+80
2, 4, 2, 1, 63, 22+41
6, 5, 9, 9, 10, 69-59
5, 7, 2, 6, 24, 76-52
7, 7, 9, 4, 5, 79-74
7, 2, 2, 3, 95, 72+23
1, 4, 3, 9, 36, 49-13
6, 5, 1, 6, 5, 61-56
5, 1, 9, 0, 49, 59-10
3, 8, 2, 6, 54, 86-32
2, 4, 3, 2, 19, 42-23
6, 9, 2, 0, 152, 62+90
7, 4, 5, 8, 123, 75+48
9, 7, 3, 0, 163, 93+70
5, 3, 1, 4, 85, 51+34
5, 8, 0, 1, 131, 50+81
1, 8, 7, 4, 67, 84-17
5, 6, 1, 4, 13, 64-51
6, 6, 1, 3, 124, 61+63
3, 7, 6, 5, 111, 36+75
5, 9, 2, 7, 45, 97-52
4, 6, 6, 3, 109, 46+63
5, 6, 5, 6, 11, 66-55
3, 7, 8, 0, 32, 70-38
7, 1, 0, 4, 56, 70-14
7, 2, 7, 4, 101, 77+24
4, 6, 2, 8, 26, 68-42
3, 9, 5, 9, 64, 99-35
9, 1, 3, 1, 104, 93+11
1, 7, 6, 5, 91, 16+75
7, 8, 9, 7, 8, 87-79
8, 4, 0, 2, 122, 80+42
6, 3, 3, 2, 95, 63+32
8, 6, 6, 3, 149, 86+63
9, 4, 3, 8, 141, 93+48
5, 9, 0, 1, 41, 91-50
1, 2, 9, 7, 46, 19+27
9, 7, 4, 3, 167, 94+73
4, 6, 8, 9, 117, 48+69
4, 9, 7, 9, 52, 99-47
6, 2, 0, 8, 88, 60+28
4, 2, 3, 9, 72, 43+29
7, 5, 4, 0, 124, 74+50
2, 3, 8, 0, 58, 28+30
1, 5, 6, 9, 75, 16+59
2, 5, 6, 5, 81, 26+55
2, 5, 3, 9, 82, 23+59
1, 1, 6, 2, 28, 16+12
6, 1, 1, 8, 79, 61+18
1, 2, 8, 7, 45, 18+27
1, 4, 5, 8, 63, 15+48
5, 2, 6, 3, 33, 56-23
5, 9, 2, 0, 142, 52+90
7, 8, 4, 4, 158, 74+84
1, 7, 1, 1, 82, 11+71
8, 8, 9, 2, 7, 89-82
3, 3, 7, 3, 70, 37+33
7, 6, 1, 5, 6, 71-65
2, 8, 4, 9, 113, 24+89
3, 4, 2, 2, 10, 42-32
3, 1, 4, 5, 19, 34-15
9, 9, 3, 4, 187, 93+94
4, 1, 2, 4, 56, 42+14
9, 2, 3, 0, 113, 93+20
9, 9, 0, 9, 9, 99-90
2, 9, 4, 5, 119, 24+95
2, 8, 8, 6, 58, 86-28
2, 9, 0, 4, 74, 94-20
6, 3, 4, 0, 94, 64+30
4, 5, 6, 9, 13, 59-46
7, 3, 1, 9, 32, 71-39
3, 4, 2, 5, 77, 32+45
9, 7, 5, 3, 168, 95+73
4, 5, 1, 1, 10, 51-41
9, 7, 7, 6, 173, 97+76
3, 8, 9, 2, 43, 82-39
2, 1, 5, 2, 37, 25+12
1, 2, 7, 0, 37, 17+20
4, 7, 8, 5, 123, 48+75
6, 4, 9, 3, 112, 69+43
3, 2, 4, 1, 55, 34+21
5, 9, 0, 0, 40, 90-50
2, 6, 9, 9, 40, 69-29
2, 2, 3, 3, 46, 23+23
8, 1, 8, 4, 74, 88-14
2, 8, 4, 2, 58, 82-24
4, 5, 7, 2, 99, 47+52
9, 6, 2, 6, 158, 92+66
7, 6, 8, 4, 14, 78-64
8, 2, 7, 2, 109, 87+22
8, 5, 3, 5, 138, 83+55
9, 1, 6, 5, 81, 96-15
3, 9, 6, 1, 127, 36+91
4, 3, 9, 7, 86, 49+37
3, 4, 4, 4, 78, 34+44
2, 1, 3, 4, 9, 23-14
4, 9, 5, 3, 48, 93-45
1, 5, 0, 8, 68, 10+58
3, 3, 1, 9, 70, 31+39
5, 4, 3, 6, 99, 53+46
9, 2, 2, 7, 65, 92-27
9, 8, 4, 0, 174, 94+80
1, 8, 4, 4, 70, 84-14
9, 2, 5, 5, 120, 95+25
6, 2, 9, 2, 47, 69-22
8, 8, 3, 8, 5, 88-83
4, 7, 3, 2, 115, 43+72
8, 6, 6, 0, 26, 86-60
7, 3, 2, 3, 39, 72-33
6, 3, 5, 3, 98, 65+33
5, 9, 1, 2, 41, 92-51
6, 1, 0, 9, 41, 60-19
8, 7, 1, 0, 151, 81+70
2, 6, 6, 6, 92, 26+66
9, 5, 7, 3, 150, 97+53
4, 7, 2, 3, 115, 42+73
4, 8, 9, 2, 131, 49+82
9, 2, 1, 0, 71, 91-20
5, 3, 7, 7, 20, 57-37
8, 6, 2, 4, 146, 82+64
2, 4, 9, 3, 72, 29+43
1, 2, 2, 7, 15, 27-12
8, 9, 0, 3, 13, 93-80
5, 1, 7, 9, 38, 57-19
2, 8, 6, 9, 115, 26+89
6, 7, 2, 4, 136, 62+74
6, 9, 4, 9, 35, 99-64
3, 5, 8, 8, 96, 38+58
5, 7, 2, 4, 22, 74-52
7, 9, 6, 7, 21, 97-76
6, 9, 5, 4, 159, 65+94
9, 6, 5, 7, 28, 95-67
2, 5, 2, 6, 34, 56-22
3, 6, 5, 4, 99, 35+64
4, 7, 1, 1, 112, 41+71
6, 9, 4, 4, 30, 94-64
3, 1, 0, 6, 46, 30+16
3, 8, 5, 5, 120, 35+85
3, 5, 1, 2, 21, 52-31
1, 4, 2, 0, 52, 12+40
5, 8, 3, 8, 35, 88-53
9, 7, 7, 5, 172, 97+75
5, 1, 3, 6, 37, 53-16
3, 4, 9, 7, 86, 39+47
6, 2, 0, 6, 86, 60+26
6, 3, 7, 6, 31, 67-36
6, 4, 0, 9, 11, 60-49
1, 3, 6, 0, 46, 16+30
7, 5, 2, 8, 130, 72+58
8, 4, 7, 9, 38, 87-49
2, 5, 2, 0, 72, 22+50
9, 7, 5, 5, 20, 95-75
6, 5, 2, 3, 9, 62-53
9, 5, 6, 7, 39, 96-57
8, 4, 5, 1, 126, 85+41
2, 6, 4, 4, 40, 64-24
3, 3, 6, 8, 74, 36+38
8, 3, 1, 6, 117, 81+36
3, 3, 6, 0, 6, 36-30
4, 4, 0, 5, 85, 40+45
2, 5, 3, 7, 34, 57-23
4, 5, 2, 9, 101, 42+59
5, 6, 1, 8, 119, 51+68
7, 6, 1, 4, 7, 71-64
7, 9, 0, 7, 167, 70+97
3, 7, 0, 3, 103, 30+73
2, 2, 9, 0, 49, 29+20
1, 5, 2, 4, 66, 12+54
3, 4, 2, 4, 76, 32+44
9, 1, 1, 5, 106, 91+15
9, 5, 9, 1, 150, 99+51
2, 5, 6, 0, 76, 26+50
9, 5, 3, 8, 151, 93+58
5, 9, 4, 8, 44, 98-54
3, 3, 8, 1, 7, 38-31
4, 7, 7, 8, 31, 78-47
8, 4, 7, 1, 46, 87-41
4, 3, 2, 5, 7, 42-35
6, 9, 2, 7, 35, 97-62
2, 3, 7, 5, 62, 27+35
2, 4, 7, 4, 71, 27+44
8, 8, 2, 9, 7, 89-82
8, 7, 7, 3, 160, 87+73
6, 7, 1, 1, 10, 71-61
8, 5, 8, 1, 37, 88-51
2, 7, 6, 2, 46, 72-26
9, 3, 0, 2, 122, 90+32
6, 6, 4, 5, 129, 64+65
4, 8, 1, 5, 44, 85-41
4, 7, 3, 5, 32, 75-43
5, 6, 7, 9, 12, 69-57
5, 2, 6, 8, 84, 56+28
9, 7, 9, 6, 175, 99+76
4, 2, 8, 6, 74, 48+26
9, 2, 2, 0, 72, 92-20
2, 4, 2, 5, 23, 45-22
3, 6, 9, 7, 28, 67-39
8, 1, 7, 3, 100, 87+13
4, 7, 3, 1, 114, 43+71
7, 8, 1, 7, 16, 87-71
4, 1, 1, 2, 29, 41-12
7, 8, 0, 7, 157, 70+87
4, 9, 2, 5, 137, 42+95
8, 2, 1, 3, 104, 81+23
6, 3, 9, 7, 32, 69-37
5, 6, 2, 0, 8, 60-52
8, 8, 9, 1, 170, 89+81
8, 7, 2, 3, 155, 82+73
7, 5, 4, 0, 124, 74+50
1, 9, 4, 2, 78, 92-14
5, 6, 0, 1, 11, 61-50
9, 4, 1, 1, 132, 91+41
7, 2, 0, 3, 47, 70-23
8, 1, 9, 2, 77, 89-12
4, 5, 2, 2, 94, 42+52
8, 6, 0, 3, 143, 80+63
8, 3, 4, 8, 122, 84+38
7, 7, 9, 7, 156, 79+77
8, 7, 7, 8, 165, 87+78
2, 2, 9, 6, 55, 29+26
4, 2, 2, 9, 71, 42+29
2, 3, 6, 2, 6, 32-26
2, 8, 0, 2, 62, 82-20
8, 4, 9, 5, 134, 89+45
5, 7, 2, 8, 26, 78-52
5, 2, 8, 7, 85, 58+27
7, 2, 1, 4, 95, 71+24
9, 2, 0, 3, 113, 90+23
9, 6, 3, 3, 156, 93+63
2, 4, 7, 4, 17, 44-27
6, 1, 3, 3, 50, 63-13
8, 2, 9, 1, 68, 89-21
1, 8, 8, 8, 106, 18+88
5, 3, 2, 6, 88, 52+36
4, 3, 6, 3, 79, 46+33
4, 8, 3, 3, 40, 83-43
3, 1, 0, 9, 11, 30-19
6, 2, 0, 4, 84, 60+24
4, 8, 9, 6, 37, 86-49
2, 8, 6, 4, 58, 84-26
4, 1, 4, 1, 33, 44-11
3, 6, 2, 1, 93, 32+61
4, 2, 4, 1, 23, 44-21
7, 2, 0, 4, 94, 70+24
9, 4, 4, 4, 138, 94+44
3, 7, 0, 0, 100, 30+70
8, 7, 1, 6, 5, 81-76
9, 9, 2, 8, 6, 98-92
1, 1, 9, 6, 35, 19+16
4, 5, 2, 2, 94, 42+52
3, 1, 7, 2, 25, 37-12
9, 5, 1, 5, 36, 91-55
3, 5, 1, 5, 86, 31+55
8, 7, 9, 0, 19, 89-70
6, 7, 2, 0, 8, 70-62
8, 5, 9, 0, 39, 89-50
9, 3, 6, 6, 132, 96+36
7, 7, 9, 7, 156, 79+77
4, 6, 0, 5, 105, 40+65
7, 1, 0, 4, 56, 70-14
6, 6, 6, 3, 129, 66+63
7, 1, 3, 2, 85, 73+12
9, 5, 2, 6, 148, 92+56
6, 6, 0, 5, 125, 60+65
3, 3, 5, 2, 67, 35+32
4, 1, 1, 3, 28, 41-13
1, 3, 6, 3, 49, 16+33
9, 2, 5, 8, 123, 95+28
1, 9, 2, 7, 85, 97-12
4, 8, 8, 5, 133, 48+85
8, 4, 7, 7, 40, 87-47
8, 9, 7, 6, 183, 87+96
3, 3, 3, 5, 68, 33+35
1, 8, 7, 4, 67, 84-17
8, 2, 8, 5, 63, 88-25
2, 4, 9, 0, 69, 29+40
6, 1, 0, 7, 43, 60-17
8, 4, 9, 8, 41, 89-48
6, 2, 6, 3, 43, 66-23
8, 9, 2, 4, 12, 94-82
2, 8, 4, 8, 64, 88-24
9, 1, 6, 8, 114, 96+18
7, 4, 2, 5, 27, 72-45
5, 3, 2, 2, 20, 52-32
8, 6, 6, 7, 153, 86+67
8, 6, 4, 0, 144, 84+60
9, 1, 9, 9, 80, 99-19
4, 5, 1, 5, 14, 55-41
5, 9, 3, 6, 43, 96-53
6, 6, 1, 5, 126, 61+65
8, 9, 6, 7, 183, 86+97
7, 2, 0, 8, 98, 70+28
8, 7, 9, 1, 18, 89-71
7, 9, 3, 6, 23, 96-73
5, 5, 7, 6, 113, 57+56
5, 8, 1, 5, 136, 51+85
2, 3, 9, 6, 65, 29+36
7, 4, 6, 8, 124, 76+48
6, 7, 5, 0, 5, 70-65
2, 3, 9, 3, 62, 29+33
7, 5, 4, 8, 132, 74+58
7, 3, 7, 4, 111, 77+34
2, 5, 4, 1, 75, 24+51
1, 3, 9, 5, 54, 19+35
6, 5, 0, 3, 113, 60+53
5, 9, 0, 3, 43, 93-50
6, 4, 1, 6, 15, 61-46
5, 4, 1, 3, 8, 51-43
2, 9, 3, 8, 121, 23+98
8, 9, 4, 1, 175, 84+91
1, 3, 3, 3, 20, 33-13
3, 5, 7, 6, 19, 56-37
1, 3, 0, 4, 44, 10+34
9, 1, 6, 0, 86, 96-10
5, 7, 2, 0, 18, 70-52
9, 1, 8, 6, 114, 98+16
7, 4, 5, 0, 35, 75-40
4, 6, 4, 2, 18, 62-44
8, 5, 2, 6, 26, 82-56
6, 8, 8, 2, 150, 68+82
6, 1, 8, 2, 56, 68-12
4, 6, 5, 3, 18, 63-45
9, 7, 4, 9, 15, 94-79
2, 5, 9, 8, 29, 58-29
7, 1, 7, 2, 89, 77+12
4, 7, 0, 8, 38, 78-40
5, 9, 5, 8, 153, 55+98
9, 4, 5, 2, 53, 95-42
3, 7, 6, 7, 113, 36+77
4, 4, 5, 5, 90, 45+45
9, 9, 9, 0, 189, 99+90
4, 5, 2, 9, 17, 59-42
9, 1, 0, 7, 107, 90+17
4, 3, 5, 0, 75, 45+30
1, 3, 7, 8, 21, 38-17
6, 7, 8, 8, 10, 78-68
9, 2, 5, 1, 116, 95+21
9, 7, 0, 0, 160, 90+70
6, 5, 3, 9, 122, 63+59
8, 5, 1, 0, 31, 81-50
3, 8, 7, 6, 123, 37+86
9, 9, 0, 5, 185, 90+95
5, 8, 2, 1, 133, 52+81
6, 1, 0, 4, 74, 60+14
9, 3, 1, 1, 122, 91+31
8, 6, 2, 7, 149, 82+67
5, 1, 9, 1, 70, 59+11
7, 1, 2, 6, 56, 72-16
2, 9, 3, 6, 73, 96-23
7, 7, 9, 4, 153, 79+74
7, 6, 0, 2, 8, 70-62
6, 1, 4, 6, 80, 64+16
7, 3, 8, 7, 41, 78-37
7, 5, 5, 5, 130, 75+55
9, 4, 7, 2, 139, 97+42
5, 2, 4, 3, 77, 54+23
7, 5, 5, 0, 25, 75-50
6, 1, 8, 5, 53, 68-15
1, 5, 6, 7, 73, 16+57
2, 8, 0, 4, 64, 84-20
8, 7, 0, 1, 9, 80-71
2, 9, 4, 8, 122, 24+98
8, 7, 7, 2, 15, 87-72
6, 1, 4, 0, 74, 64+10
7, 8, 0, 3, 13, 83-70
2, 7, 6, 4, 48, 74-26
8, 2, 0, 4, 56, 80-24
3, 7, 2, 4, 106, 32+74
8, 9, 6, 6, 10, 96-86
6, 7, 6, 9, 145, 66+79
6, 6, 4, 2, 126, 64+62
8, 9, 4, 3, 9, 93-84
2, 5, 2, 9, 81, 22+59
3, 2, 6, 4, 12, 36-24
6, 8, 6, 4, 150, 66+84
5, 9, 6, 2, 36, 92-56
8, 3, 4, 3, 117, 84+33
8, 8, 3, 9, 172, 83+89
5, 9, 6, 6, 152, 56+96
4, 6, 9, 9, 20, 69-49
6, 5, 8, 1, 119, 68+51
9, 4, 0, 1, 49, 90-41
8, 4, 5, 4, 41, 85-44
9, 9, 1, 5, 186, 91+95
5, 3, 1, 5, 16, 51-35
2, 9, 4, 8, 74, 98-24
2, 5, 9, 0, 21, 50-29
1, 4, 9, 2, 23, 42-19
7, 9, 4, 2, 18, 92-74
3, 1, 0, 6, 46, 30+16
3, 9, 9, 4, 133, 39+94
8, 5, 7, 6, 31, 87-56
8, 5, 5, 2, 33, 85-52
7, 1, 0, 6, 86, 70+16
8, 1, 7, 5, 102, 87+15
7, 5, 6, 3, 129, 76+53
7, 3, 4, 3, 41, 74-33
5, 2, 4, 1, 33, 54-21
9, 8, 9, 7, 12, 99-87
5, 5, 0, 7, 7, 57-50
6, 2, 5, 1, 44, 65-21
1, 2, 5, 3, 38, 15+23
4, 4, 3, 0, 83, 43+40
4, 3, 0, 3, 73, 40+33
8, 8, 4, 3, 167, 84+83
7, 4, 6, 7, 123, 76+47
7, 4, 2, 7, 25, 72-47
1, 4, 6, 1, 57, 16+41
1, 7, 7, 1, 54, 71-17
5, 1, 0, 4, 36, 50-14
3, 3, 3, 9, 72, 33+39
8, 2, 1, 3, 58, 81-23
5, 9, 5, 9, 154, 55+99
8, 3, 1, 0, 111, 81+30
1, 6, 5, 8, 83, 15+68
7, 7, 2, 4, 146, 72+74
7, 6, 9, 8, 11, 79-68
2, 3, 0, 9, 19, 39-20
3, 4, 5, 5, 10, 45-35
9, 9, 2, 6, 188, 92+96
9, 1, 0, 9, 71, 90-19
7, 4, 7, 3, 34, 77-43
9, 6, 7, 7, 164, 97+67
6, 9, 2, 0, 152, 62+90
8, 1, 0, 1, 69, 80-11
3, 2, 4, 5, 9, 34-25
8, 2, 1, 6, 107, 81+26
1, 9, 1, 7, 108, 11+97
7, 9, 1, 8, 27, 98-71
7, 1, 7, 4, 63, 77-14
3, 6, 9, 2, 23, 62-39
7, 3, 1, 3, 104, 71+33
1, 5, 8, 2, 34, 52-18
7, 6, 8, 5, 143, 78+65
2, 4, 4, 0, 64, 24+40
9, 5, 6, 9, 155, 96+59
3, 5, 0, 5, 85, 30+55
5, 9, 5, 6, 41, 96-55
5, 9, 1, 7, 148, 51+97
5, 1, 5, 6, 39, 55-16
6, 8, 5, 8, 23, 88-65
3, 4, 1, 0, 9, 40-31
7, 1, 5, 9, 94, 75+19
4, 1, 6, 7, 63, 46+17
5, 6, 6, 7, 123, 56+67
4, 3, 5, 3, 78, 45+33
1, 2, 1, 0, 9, 20-11
4, 4, 1, 9, 90, 41+49
7, 8, 2, 4, 156, 72+84
3, 7, 9, 0, 109, 39+70
4, 3, 8, 1, 79, 48+31
1, 7, 8, 3, 91, 18+73
8, 9, 2, 3, 11, 93-82
1, 3, 9, 5, 54, 19+35
1, 9, 1, 2, 103, 11+92
4, 9, 2, 4, 52, 94-42
2, 6, 1, 6, 87, 21+66
6, 7, 7, 6, 143, 67+76
3, 8, 5, 2, 117, 35+82
9, 3, 7, 9, 136, 97+39
1, 9, 4, 3, 107, 14+93
1, 6, 1, 8, 57, 68-11
3, 8, 0, 8, 58, 88-30
3, 5, 7, 7, 20, 57-37
3, 1, 1, 1, 20, 31-11
9, 4, 2, 7, 45, 92-47
8, 3, 7, 0, 57, 87-30
9, 6, 5, 6, 161, 95+66
6, 3, 2, 6, 98, 62+36
6, 7, 0, 7, 17, 77-60
5, 8, 3, 4, 31, 84-53
3, 7, 5, 4, 39, 74-35
6, 8, 1, 7, 148, 61+87
4, 1, 6, 0, 56, 46+10
9, 8, 7, 6, 11, 97-86
2, 5, 4, 4, 78, 24+54
1, 2, 3, 2, 35, 13+22
4, 9, 2, 9, 141, 42+99
4, 3, 0, 1, 71, 40+31
9, 4, 8, 3, 55, 98-43
8, 6, 1, 7, 14, 81-67
9, 5, 5, 3, 148, 95+53
9, 2, 3, 8, 121, 93+28
3, 6, 9, 5, 104, 39+65
9, 9, 3, 5, 188, 93+95
8, 7, 9, 7, 166, 89+77
6, 6, 9, 2, 7, 69-62
3, 2, 6, 1, 15, 36-21
2, 3, 4, 1, 7, 31-24
6, 1, 4, 6, 48, 64-16
8, 2, 0, 8, 108, 80+28
